Organismgrupp,TaxonId,Vetenskapligt namn (vid riskklassificeringens genomförande),Auktor,Svenskt namn,Artens status,Ursprunglig utbredning,"Riskkategori, utfall enligt GEIAA metodik",Utslagsgivande kriterier,Summering,Invasionspotential,Ekologisk effekt,Effekt av klimatförändring på invasionspotential,Effekt av klimatförändring på ekologisk effekt,"Klimatförändring, betydelse",Livsmiljö,Referenser
Kräftdjur,246641,Cercopagis pengoi,"(Ostroumov, 1891)",,Främmande art,"Rovvattenloppan kommer ursprungligen från det pontokaspiska brackvattensystemet, vilket innefattar Svarta havet, Azovska sjön, Kaspiska havet, Aralsjön och omkringliggande vattendrag. Från Aralsjön har den i princip försvunnit i och med sjöns katastrofala utveckling över det senaste halvseklet, då vattenmassan minskat till en femtedel och salthalten samtidigt ökat kraftigt. ",SE,"4AB,3D","Rovvattenloppan Cercopagis pengoi är gråvit och nästan genomskinlig. Själva kroppen är 0,5-2,5 mm lång, och bakkroppen är utdragen och upp till 10 mm lång och 3-5 ggr längre än kroppen. Arten är dock mycket variabel beroende på kön, ålder och omgivningsfaktorer. Under sommaren har honor och hanar en tydlig krök i slutet av bakänden. Det långa bakkroppsbihanget gör att djuren lätt fastnar, både i varandra och i ex. olika fiskeredskap (N-research 2012 Faktablad om Cercopagis pengoi i Främmande arter i svenska hav). Rovvattenloppan är ett djurplankton som lever i sjöar och andra sötvattendrag, samt i flodmynnings-, och brackvattensområden. Den tolererar stora variationer i salthalt, från färskvatten till ca 17 ‰. Den överlever i temperaturer mellan 3 och 38 oC, medan populationstillväxten är störst vid temperaturer mellan 16 och 26 ºC och vid salthalter på 10 ‰ eller lägre. Rovvattenloppan växlar mellan könlös jungfrufödsel och sexuell förökning samt bildning av tåliga viloägg. Den kan föröka sig mycket snabbt och på våren uppträder honorna i planktonprover när temperaturen är 15-17ºC och förökar sig då könlöst. Redan efter två veckor kan de nykläckta honorna föröka sig. På hösten kan de finnas kvar som plankton tills temperaturen blir ca 8ºC och då finns både hannar och honor vilka parar sig och bildar övervintrande viloägg, vilka klarar av betydligt högre salthalter än övriga livsstadier samt är tåliga mot t.ex. uttorkning och kyla (Artfaktablad i Daisie och främmande arter). Rovvattenloppan söker aktivt föda och är en predator på andra zooplankton.
","Rovvattenloppan C. pengoi kommer ursprungligen från det pontokaspiska brackvattensystemet. De första observationerna i Östersjön gjordes i Finska Viken och Rigabukten 1992 och arten spred sig snabbt över större delen av Östersjön (Litvinschuk & Telesh, 2006). Arten har även spridit sig i sötvatten; i Don och Dniepers flodvattensystem 1960-1975 och floden Volgas kraftverksdammar 2003-2005 samt till de Stora sjöarna i Nordamerika 1998-1999.","Rovvattenloppan har sannolikt genom predation drastiskt minskat förekomsten av Bosmina coregoni maritima i Rigabukten (Ojaveer et al 2004). Introduktionen av rovvattenloppan har också satts i samband med en reduktion av hoppkräftan Eurytemora affinis i Finska viken (Lehtiniemi & Gorokhova, 2008). Negativa korrelationer mellan rovvattenloppan och antalet individer av olika arter i planktonsamhället har också påtalats i sjöar i Nordamerika (Laxon et al., 2003; Brown & Balk, 2008; Bowen & Johannsson, 2011).  De största ekologiska problemen som rovvattenloppan kan orsaka är förändringar i planktonsamhällenas näringsväv och struktur. Den kan även konkurrera med unga stadier av fisk som äter zooplankton. Rovvattenloppan äter djurplankton vilka i sin tur lever på att äta fotosyntetiserande mikroalger, varför algblomningar skulle kunna bli både kraftigare och mer långvariga om rovvattenlopporna blir talrika. I Kanada ökade koncentrationen av klorofyll a samtidigt som abundansen av herbivora hinnkräftor minskade åren efter introduktion av rovvattenlopporna (Laxon et al., 2003) . Även i sjöar i USA har man sett samband mellan höga tätheter av rovvattenloppan och klorofyll a (Brown & Balk, 2008). Andra effekter orsakade av rovvattenlopporna är att individerna vid höga tätheter fastnar i varandra och bildar en geléaktig sörja som kan liknas vid tapetklister, vilket bland annat satt igen fiskeredskap med stora ekonomiska förluster till följd för fiskare i Finska Viken. Det finns även uppgifter om att fiskare som ensat sina nät fån rovvattenloppor har fått allergiska reaktioner. Rovvattenloppan utgör själv föda för sill, skarpsill och pungräkor. (Se Artfaktablad för Cercopagis pengoi Rovvattenloppa i Främmande arter i Svenska hav samt referenser däri för mer information).  
",yes,yes,,Bräckt vatten,"Kotta, J. (2007). Cercopagis pengoi (fishhook waterflea) (Invasive species datasheet). CABI Compendium. https://doi.org/10.1079/cabicompendium.89859
Naumenko, E.N. & Telesh, I.V. (2019). Impact of the Invasive Species Cercopagis pengoi (Ostroumov, 1891) on the Structural and Functional Organization of Zooplankton in the Vistula Lagoon of the Baltic Sea. Russian Journal of Biological Invasions 10(3), 246–257.  https://doi.org/10.1134/S2075111719030081
Laxson, C.L., McPhedran, K.N., Makarewicz, J.C., Telesh, I.V. & MacIsaac, H.J. (2003). Effects of the non-indigenous cladoceran Cercopagis pengoi on the lower food web of Lake Ontario. Freshwater Biology 48, 2094–2106.  https://doi.org/10.1046/j.1365-2427.2003.01154.x
Krylov, P.I., Bychenkov, D.E., Panov, V.E., Rodionova, N.V. & Telesh, I.V. (1999). Distribution and seasonal dynamics of the Ponto-Caspian invader Cercopagis pengoi (Crustacea, Cladocera) in the Neva Estuary (Gulf of Finland). Hydrobiologia 393, 227–232.  https://doi.org/10.1023/A:1003558919696
Litvinschuk, L.F. & Telesh, I.V. (2006). Distribution, population structure and ecosystem effects of the invader Cercopagis pengoi (Polyphemoidea, Cladocera) in the Gulf of Finland and the open Baltic Sea. Oceanologia 48, 243–257."
Skalbaggar,103756,Cercyon laminatus,"Sharp, 1873",,Främmande art,,LO,"3A,1","Cercyon laminatus härstammar från Ostasien och beskrevs från Japan, men är spridd med människan till flera världsdelar (Löbl & Löbl 2015). Arten ever troligen ursprungligen i spillning. I Europa uppträder den främst i komposter men även i spillning (Hansen 1987). I Storbritannien även funnen i fågelbon troligen även där knuten till spillning (Foster m.fl. 2018). Larverna lever som rovdjur och äter små leddjur, t.ex. fluglarver, medan fullbildade främst är nedbrytare av framför allt spillning (Foster m.fl. 2018). Arten har god flygförmåga och påträffas ofta vid insamling med lampa.",Invasionspotentialen bedöms vara medelhög till hög. Mörkertalet bedöms vara förhållandevis högt.,Inga negativa ekologiska effekter är kända.,yes,no,,Terrester,"Hansen, M. (1987). The Hydrophiloidea (Coleoptera) of Fennoscandia and Denmark (Fauna Entomologica Scandinavia 18). Leiden: Brill.
Hansen, V. (1964). Fortegnelse over Danmarks biller. Entomologiske Meddelelser 33, 1–507.
Löbl, I. & Löbl, D. (2015). Catalogue of Palaearctic Coleoptera. Volume 2, Hydrophiloidea - Staphylinoidea. 2 uppl., Leiden: Brill.
Foster, G.N., Bilton, D.T., Hammond, M. & Nelson, B.H. (2018). Atlas of the hydrophiloid beetles of Britain and Ireland. FSC Publications.
Lundberg, S. (1968). Bidrag till kännedom om svenska skalbaggar. 11. Entomologisk Tidskrift 89, 242–247.
Ødegaard, F. (1999). Invasive beetle species (Coleoptera) associated with compost heaps in the Nordic countries. Norwegian Journal of Entomology 46, 67–78.  http://www.entomologi.no/journals/nje/1999-2/NJE_46_02_1999.pdf"
Blötdjur,250134,Cernuella neglecta,"(Draparnaud, 1805)",rödläppad hedsnäcka,Främmande art,,LO,"2A,1","En landlevande snäcka med tydligt plattat skal, upp till 18 mm brett och med upp till fem bruna spiralband. Mycket lik sydhedsnäcka men har rödbrun mynningsläpp. Männi­skospridd till Sverige och endast funnen i en torrbrant norr om Visby på Gotland (von Proschwitz m.fl. 2023).","Beroende av mänskliga transporter. På egen hand långsam spridning. Arten är tvåkönad och kan självbefrukta, därmed kan en enda individ ge upphov till en ny population.",Inga kända effekter i litteratur.,yes,yes,,Terrester,"Fischer, W. & Duda, M. (2004). Beiträge zur Kenntnis der Molluskenfauna Österreichs VII. Cernuella virgata (da Costa 1778), neu für die Molluskenfauna Wiens, sowie Bemerkungen zur Ausbreitung von Monacha cantiana (Montagu 1803), Cernuella neglecta (Draparnaud 1805), Hygromia cinctella (Draparnaud 1801) und Cornu aspersus (O.F.Müller 1774) in Niederösterreich und Wien (Mollusca: Gastropoda). Nachrichtenblatt der Ersten Vorarlberger Malakologischen Gesellschaft 12, 10–14.
Backhuys, W. & Ripken, T.E.J. (1966). Cernuella (Xerocincta) neglecta (Draparnaud, 1805), een nieuwe soort voor Nederland. Basteria 30(2/3), 42–47.
von Proschwitz, T., Roth, J., Lundin, K. & Back, R. (2023). Nationalnyckeln till Sveriges flora och fauna. Blötdjur: Snyltsnäckor–skivsnäckor. Mollusca: Pyramidellidae–Planorbidae. (DN 168–202). Uppsala: SLU Artdatabanken."
Blötdjur,6021523,Cernuella virgata,"(Da Costa, 1778)",medelhavshedsnäcka,Dörrknackare,,LO,"2A,1","En landsnäcka med påtagligt koniskt och stort skal, upp till 21 mm brett. Gråvit grundfärg och ofta med bruna band. Människospridd och i Sverige endast funnen vid enstaka tillfällen (von Proschwitz m.fl. 2023).","Beroende av mänskliga transporter. På egen hand långsam sannolikt spridning. kan sannolikt etablera sig i Sverige framöver. Arten är tvåkönad och kan självbefrukta, därmed kan en enda individ ge upphov till en ny population.","Sannolikt få effekter i nordiskt klimat även i framtiden. Kan vara problematisk i medelhavsklimat, t ex i Australien, Baker (2008), men troligtvis inte hos oss.",yes,yes,,Terrester,"Fischer, W. & Duda, M. (2004). Beiträge zur Kenntnis der Molluskenfauna Österreichs VII. Cernuella virgata (da Costa 1778), neu für die Molluskenfauna Wiens, sowie Bemerkungen zur Ausbreitung von Monacha cantiana (Montagu 1803), Cernuella neglecta (Draparnaud 1805), Hygromia cinctella (Draparnaud 1801) und Cornu aspersus (O.F.Müller 1774) in Niederösterreich und Wien (Mollusca: Gastropoda). Nachrichtenblatt der Ersten Vorarlberger Malakologischen Gesellschaft 12, 10–14.
Baker, G.H. (2008). The population dynamics of the mediterranean snail Cernuella virgata, Cochlicella acuta (Hygromiidae) and Theba pisana (Helicidae) in ­pasture-cereal rotations in South Australia: a 20-year atudy. Australian Journal of Experimental Agriculture 48(12), 1514–1522.  https://doi.org/10.1071/ea08031
von Proschwitz, T., Roth, J., Lundin, K. & Back, R. (2023). Nationalnyckeln till Sveriges flora och fauna. Blötdjur: Snyltsnäckor–skivsnäckor. Mollusca: Pyramidellidae–Planorbidae. (DN 168–202). Uppsala: SLU Artdatabanken."
Däggdjur,6011557,Cervus nippon,"Temminck, 1838",sikahjort,Dörrknackare,,SE,"3A,4E","Sikahjort Cervus nippon har sin naturliga utbredning i framför allt Japan, men även andra delar av östra asien. Den föredrar områden med tät undervegetation där snödjupet inte överstiger 10–20 cm. Den är i första hand en skogslevande hjort men kan anpassa sig till en mängd andra livsmiljöer som sötvattenskärr (Maryland) och gräsmarker (Nya Zeeland). Sikahjorten är således mycket anpassningsbar och kan vara antingen gräsätare eller kvistbetare som svar på den aktuella situationen.

",Artens expansionshastighet ligger mellan 50 m/år och 160 m/år och dess mediana livslängd ligger mellan 60 år och 650 år.,Arten hybridiserar med kronhjort och kan konkurrera om föda och utrymme med kronhjort och andra hjortar.,yes,yes,Arten gynnas förmodligen av ett varmare klimat.,Terrester,"Rolandsen, C.M., Holand, Ø., van der Kooij, J. & Eldegard, K. (2023). Mammalia: Vurdering av sikahjort Cervus nippon for Fastlands-Norge med havområder.   (Fremmedartslista 2023.). Artsdatabanken. http://www.artsdatabanken.no/lister/fremmedartslista/2023/4938. Nedlastet 10.12.2024
Non-native Species Secretariat  (2011). Cervus nippon - Sika Deer (GB NON-NATIVE ORGANISM RISK ASSESSMENT SCHEME).  www.nonnativespecies.org. https://www.nonnativespecies.org/assets/Uploads/RA_Cervus_nippon_Sika_Deer.pdf
Myers, P., Espinosa, R., Parr, C.S., Jones, T., Hammond, G.S. & Dewey, T.A. (2024). The Animal Diversity Web (online). https://animaldiversity.org.  [2024-12-29]
Scalera, R., Adriaens, T., D’hondt, B., Robertson, P. & Beckmann, B. (2023). Sika deer (Cervus nippon) (Risk assessment template developed under the ""Study on Invasive Alien Species – Development of risk assessments to tackle priority species and enhance prevention""  Contract No 07.0202/2020/834529/ETU/ENV.D.2 ). https://circabc.europa.eu/ui/group/98665af0-7dfa-448c-8bf4-e1e086b50d2c/library/9d024ff6-5eca-4caf-ab0b-2d6c4fb772e5/details"
Kärlväxter,221619,Chaerophyllum aromaticum,L.,doftkörvel,Främmande art,Ursprungsområde: Centrala och östra Europa,LO,"3A,1",Doftkörvel är en flerårig ört från centrala och östra Europa.,Doftkörvel bedöms ha medelhög invasionspotential. Spridning ut i naturliga miljöer har dock inte påvisats och bedöms heller inte ske i större omfattning under kommande 50 år.,Doftkörvel bildar täta bestånd och konkurrerar med andra arter om växtplatsen. Eftersom arten inte förekommer i naturliga miljöer utgör dock detta för närvarande inget betydande hot mot den biologiska mångfalden.,yes,yes,,Terrester,"Jonsell, B. & Karlsson, T. (red.) (2012). Flora Nordica 6. Thymelaeaceae – Apiaceae. Stockholm: Naturhistoriska Riksmuseet.
POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org   [2024-09-09]
CABI (2024). Invasive Species Compendium. Wallingford, UK: CAB International. https://www.cabidigitallibrary.org/  [2024-09-09]
SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se  [2024-09-09]"
Kärlväxter,315,Chaerophyllum aureum,L.,guldkörvel,Främmande art,"Centrala och södra europa, sydvästra Asien.",LO,"3A,1",Guldkörvel är en flerårig ört hemmahörande i Cental- och Sydeuropa samt Kaukasus.,"Arten bedöms ha medelhög invasionspotential. Arten är ovanlig i odling i Sverige, men på en del platser där den påträffats har den visat potential att sprida sig invasivt. Bland annat i Lunds Botaniska trädgård där den var kraftigt fröspridd och man fick sätta in omfattande bekämpningsåtgärder för att bli av med den (Tyler m.fl 2007, pers. kom. Tyler 2025). ","Det finns inga kända negativa ekologiska effekter förknippade med arten. Den kan konkurrera med inhemska arter, men eftersom den i mycket liten utsträckning är etablerad i naturliga miljöer bedöms denna påverkan vara låg. Den ekologiska effekten kan dock öka om arten sprids i större omfattning i mer naturliga miljöer. ",yes,yes,,Terrester,"POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org  [2024-09-30]
SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se  [2024-09-30]
Jonsell, B. & Karlsson, T. (red.) (2012). Flora Nordica 6. Thymelaeaceae – Apiaceae. Stockholm: Naturhistoriska Riksmuseet."
Kärlväxter,316,Chaerophyllum bulbosum,L.,rotkörvel,Främmande art,Ursprungsområde: Centrala och sydöstra Europa.,LO,"3A,1",Rotkörvel är en tvåårig ört från centrala och sydöstra Europa.,Arten bedöms ha medelhög invasionspotential. Spridning ut i naturliga miljöer har inte påvisats och bedöms heller inte ske i större omfattning under kommande 50 år," Teoretiskt sett finns risk för konkurrens med andra arter då rotkörvel ofta förekommer i stora antal, även om den är känslig för såväl bete som igenväxning. Då arten knappt förekommer i naturliga miljöer bedöms denna effekt vara försumbar.
",yes,yes,,Terrester,"SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se  [2024-09-30]
Jonsell, B. & Karlsson, T. (red.) (2012). Flora Nordica 6. Thymelaeaceae – Apiaceae. Stockholm: Naturhistoriska Riksmuseet.
Svenska Botaniska Föreningen (2024). Botanikportalen. https://botanikportalen.se/  [2024-09-03]
SKUD (2023). Svensk kulturväxtdatabas (SKUD). https://skud.blomsterlandet.se/  [2023-11-06]
POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org  [2024-09-30]
NOBANIS (2024). Online Database of the North European and Baltic Network on Invasive Alien Species. https://www.nobanis.org/  [2024-08-30]"
Kärlväxter,219656,Chamaecyparis lawsoniana,(A.Murray bis) Parl.,ädelcypress,Främmande art,,HI,"4A,2D",Ädelcypress är ett städsegrönt träd från västra Nordamerika som används som prydnadsväxt i park och trädgård.,Ädelcypress bedöms ha en hög invasionspotential då den är mycket vanlig i trädgårdar som t.ex. häckväxt och fröplantor inte är sällsynta. Att det inte sker en mer omfattande spridning från trädgårdar beror nog mest på att den oftast formklipps eller klipps som häck och därför finns det få fullvuxna träd som producerar frön. Med ett varmare klimat kan vi komma att se fler livskraftiga fröplantor och mer spridning ut i naturliga miljöer.,"Ädelcypress har på vissa platser bildat täta buskskikt av självföryngrade plantor. Detta påverkar miljön genom att förändra artsammansättningen och skugga ut eller konkurrera med andra arter om utrymme. Huvudsakligen sker detta endast lokalt och i närhet till moderplantorna idag, men det finns en risk för att detta kommer att ske i större grad i mer naturliga miljöer i framtiden. På norra Öland har ädelcypress spridit sig inom Ekopark Böda. Bland annat håller den på att (tillsammans med jättetuja) konkurrera ut idegran i det berömda Idegransreservatet på norra Öland.",yes,yes,,Terrester,"SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se  [2024-09-09]
Tyler, T., Johansson, H., Olsson, K.-A. & Sonesson, M. (2007). Floran i Skåne. Arterna och deras utbredning. Lund: Lunds botaniska förening.
POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org   [2024-09-09]"
Kärlväxter,235111,Chamaecyparis obtusa,(Siebold & Zucc.) Endl.,japansk ädelcypress,Främmande art,Ursprung: Japan och Taiwan.,LO,"3A,1",Japansk ädelcypres är ett stödesgrönt träd från Japan som används som prydnadsväxt i park och trädgård.,"Japansk ädelcypress har en måttlig expansionshastighet, huvudsakligen på grund av att den är vanlig i handeln och att fröplantor har påträffats.",Det finns ingen känd eller förväntad ekologisk effekt förknippat med arten.,yes,yes,,Terrester,"SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se  [2024-09-09]
POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org   [2024-09-09]"
Kärlväxter,235022,Chamaecyparis pisifera,(Siebold & Zucc.) Endl.,ärtcypress,Främmande art,Ursprung Japan.,PH,"4A,1",Ärtcypress är ett städsegrönt träd från Japan som används som prydnadsväxt i park och trädgård.,"Ärtcypress dedöms ha måttlig till hög invasionspotential, huvudsakligen på grund av att den nyligen blivit mer populär i odling och därmed börjat förekomma i större grad. Då arten är tydligt värmegynnad lär invasionspotentialen snarare ligga i framtiden.",Det finns ingen känd eller förväntad ekologisk effekt förknippat med arten.,yes,yes,,Terrester,"POWO (2024). Plants of the World Online. Facilitated by the Royal Botanic Gardens, Kew. https://powo.science.kew.org   [2024-09-09]
SLU Artdatabanken (2024). Fynddata. https://fynddata.artdatabanken.se  [2024-09-09]"
Fiskar,6011629,Channa argus,"(Cantor, 1842)",nordlig ormhuvudsfisk,Dörrknackare,"Manchuriet, Koreahalvön och Kina, från Amur till Hainan. 
",HI,"3A,3D","Nordlig ormhuvudfisk föredrar vegetationsrika dammar och kärr, men förekommer även i lugnflytande vattendrag. Arten uppträder ofta strandnära och i stim. Aten kan bli upp till 1,8 m lång och väger då knappt 7 kg.

I samband med leken rensar paret ett cirka en meter brett, närmast cirkulärt, bo bland tät undervattensvegetation. Äggen är pelagiska och kläcks mycket snabbt (efter 28 timmar vid 31 ºC, efter 45 timmar vid 25 ºC, och efter ca 120 timmar vid 18 ºC. Antalet ägg hos en hona varierar mellan 1300 och 15 000. De nykläckta larverna vaktas av föräldrarna till gulesäcken är absorberad och de nått en längd av ca 8 mm. Därefter lämnar larverna boet och börjar livnära sig på plankton. Vid en längd av ca 18 mm utvecklas förmågan till luftandning. 

Ynglen livnär sig på små kräftdjur och andra fisklarver, adulterna på fisk, grodor, kräftdjur och akvatiska insekter. De vuxna fiskarna anges vara glupska rovdjur, bland födan uppges nissögon (Cobitis spp.), braxen, karp och abborre. 
Nordlig ormhuvudfisk kan andas atmosfäriskt syre, artens specialiserade andningssystem gör att den kan klara sig flera dagar i fuktiga miljöer. Det finns uppgifter om att arten på egen hand och på land kan ta sig mellan olika dammar. Förmågan att andas atmosfäriskt syre gör att den är lätt att transportera levande. 
",Erfarenheter från fr.a. USA visar att arten snabbt kan etablera sig i nya områden. Den har ett brett toleransspektrum när det gäller abiotiska faktorer och skulle den etablera sig i Sverige kan den bli mycket svår att bli av med.,"Arten är en effektiv predator som kan ha en stor effekt på inhemska arter, både limniska evertebrater och fisk, och deras populationer.",yes,yes,Minskad frost ökar risken för etablering.,Limnisk,"Cudmore, B. & Mandrak, N.E. (2005). Risk Assessment for Northern Snakehead (Channa argus) in Canada (Research Document 2005/075). Canadian Science Advisory Secretariat.
CABI - Invasive Species Compendium (2023). Channa argus (northern snakehead). https://www.cabi.org/ac/datasheet/89026  [2024-03-13]
Courtenay, W.R.J. & Williams, J.D. (2004). Snakeheads (Pisces, Channidae) - A Biological Synopsis and Risk Assessment. (Circular 1251). Reston, VA: U.S. Geological Survey. https://doi.org/10.3133/cir1251"
